Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	orbit1			Starting Orbit Number	Starting Orbit Number of the measurement period		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	orbit2			Ending Orbit Number	Ending Orbit Number of the measurement period		support_data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener2	keV		Hi Energy Channel 2 ~0.71 keV	Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener2_plasma	keV		Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux2	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 2 ~0.71 keV	Differential Flux, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux2_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr2			Signal/Noise Ratio, Hi Energy Channel 2 ~0.71 keV	Signal/Noise Ratio, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr2_plasma			Signal/Noise Ratio, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar2	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 2 ~0.71 keV	Flux Variance, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar2_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts2			Total Counts, Hi Energy Channel 2 ~0.71 keV	Total Counts, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts2_plasma			Total Counts, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp2	s		Total Exposure Time, Hi Energy Channel 2 ~0.71 keV	Total Exposure Time, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp2_plasma	s		Total Exposure Time, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb2	#/pixel		Samples per pixel, Hi Energy Channel 2 ~0.71 keV	Samples per pixel, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb2_plasma	#/pixel		Samples per pixel, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener3	keV		Hi Energy Channel 3 ~1.11 keV	Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener3_plasma	keV		Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux3	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	Differential Flux, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux3_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr3			Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV	Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr3_plasma			Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar3	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 3 ~1.11 keV	Flux Variance, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar3_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts3			Total Counts, Hi Energy Channel 3 ~1.11 keV	Total Counts, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts3_plasma			Total Counts, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp3	s		Total Exposure Time, Hi Energy Channel 3 ~1.11 keV	Total Exposure Time, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp3_plasma	s		Total Exposure Time, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb3	# / pixel		Samples per pixel, Hi Energy Channel 3 ~1.11 keV	Samples per pixel, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb3_plasma	# / pixel		Samples per pixel, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener4	keV		Hi Energy Channel 4 ~1.74 keV	Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener4_plasma	keV		Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux4	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 4 ~1.74 keV	Differential Flux, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux4_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr4			Signal/Noise Ratio, Hi Energy Channel 4 ~1.74 keV	Signal/Noise Ratio, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr4_plasma			Signal/Noise Ratio, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar4	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 4 ~1.74 keV	Flux Variance, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar4_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts4			Total Counts, Hi Energy Channel 4 ~1.74 keV	Total Counts, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts4_plasma			Total Counts, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp4	s		Total Exposure Time, Hi Energy Channel 4 ~1.74 keV	Total Exposure Time, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp4_plasma	s		Total Exposure Time, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb4	# / pixel		Samples per pixel, Hi Energy Channel 4 ~1.74 keV	Samples per pixel, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb4_plasma	# / pixel		Samples per pixel, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener5	keV		Hi Energy Channel 5 ~2.73 keV	Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener5_plasma	keV		Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux5	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 5 ~2.73 keV	Differential Flux, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux5_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr5			Signal/Noise Ratio, Hi Energy Channel 5 ~2.73 keV	Signal/Noise Ratio, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr5_plasma			Signal/Noise Ratio, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar5	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 5 ~2.73 keV	Flux Variance, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar5_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp5	s		Total Exposure Time, Hi Energy Channel 5 ~2.73 keV	Total Exposure Time, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp5_plasma	s		Total Exposure Time, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts5			Total Counts, Hi Energy Channel 5 ~2.73 keV	Total Counts, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts5_plasma			Total Counts, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb5	# / pixel		Samples per pixel, Hi Energy Channel 5 ~2.73 keV	Samples per pixel, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb5_plasma	# / pixel		Samples per pixel, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener6	keV		Hi Energy Channel 6 ~4.29 keV	Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Ener6_plasma	keV		Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux6	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 6 ~4.29 keV	Differential Flux, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Flux6_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr6			Signal/Noise Ratio, Hi Energy Channel 6 ~4.29 keV	Signal/Noise Ratio, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fsnr6_plasma			Signal/Noise Ratio, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar6	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 6 ~4.29 keV	Flux Variance, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fvar6_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts6			Total Counts, Hi Energy Channel 6 ~4.29 keV	Total Counts, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Cnts6_plasma			Total Counts, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp6	s		Total Exposure Time, Hi Energy Channel 6 ~4.29 keV	Total Exposure Time, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Fexp6_plasma	s		Total Exposure Time, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb6	# / pixel		Samples per pixel, Hi Energy Channel 6 ~4.29 keV	Samples per pixel, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_11yr	Numb6_plasma	# / pixel		Samples per pixel, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_EPOCH	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Epoch	day-month-year hour:minute:second		Epoch	CDF epoch time for the start of the  one-year measurement period		support_data											
Astro	CDF_EPOCH	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Epoch2	day-month-year hour:minute:second		Epoch2	CDF epoch time for end of the measurement period in a one-year map		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	mapnum			Starting Map Number	Sequential starting number 1 - 22 for six-month map from IBEX Data Release 16		data											
Astro	CDF_UINT2	1	1:[30]	F/T	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	latitude_bin	Bin Number		Solar Ecliptic Latitude Bin Number	Solar Ecliptic Latitude Bin Number corresponding to six-degree latitudinal increments of the current IBEX-HI viewing sector		support_data											
Astro	CDF_UINT2	1	1:[60]	F/T	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	longitude_bin	Bin Number		Solar West Ecliptic Longitude Bin Number	Solar West Ecliptic Longitude Bin Number corresponding to six-degree longitudinal increments of the current IBEX-HI viewing sector		support_data											
Astro	CDF_REAL4	1	1:[30]	F/T	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Latitude	&#176;		Solar Ecliptic Latitude	Solar Ecliptic Latitude		support_data											
Astro	CDF_REAL4	1	1:[60]	F/T	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	West_Longitude	&#176;		Solar West Ecliptic Longitude	Solar West Ecliptic Longitude		support_data											
Astro	CDF_REAL4	1	1:[60]	F/T	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	East_Longitude	&#176;		Solar East Ecliptic Longitude	Solar East Ecliptic Longitude		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	orbit1			Starting Orbit Number	Starting Orbit Number of the measurement period		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	orbit2			Ending Orbit Number	Ending Orbit Number of the measurement period		support_data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Ener2	keV		Hi Energy Channel 2 ~0.71 keV	Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Ener2_plasma	keV		Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Flux2	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 2 ~0.71 keV	Differential Flux, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Flux2_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Flux2_movie	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 2 ~0.71 keV	---&gt; Mapped Movie		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fsnr2			Signal/Noise Ratio, Hi Energy Channel 2 ~0.71 keV	Signal/Noise Ratio, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fsnr2_plasma			Signal/Noise Ratio, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fvar2	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 2 ~0.71 keV	Flux Variance, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fvar2_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Cnts2			Total Counts, Hi Energy Channel 2 ~0.71 keV	Total Counts, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Cnts2_plasma			Total Counts, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fexp2	s		Total Exposure Time, Hi Energy Channel 2 ~0.71 keV	Total Exposure Time, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fexp2_plasma	s		Total Exposure Time, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Numb2	#/pixel		Samples per pixel, Hi Energy Channel 2 ~0.71 keV	Samples per pixel, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Numb2_plasma	#/pixel		Samples per pixel, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Ener3	keV		Hi Energy Channel 3 ~1.11 keV	Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Ener3_plasma	keV		Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Flux3	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	Differential Flux, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Flux3_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Flux3_movie	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	---&gt; Mapped Movie		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fsnr3			Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV	Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fsnr3_plasma			Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fvar3	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 3 ~1.11 keV	Flux Variance, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r16_cg_sp_ram_1yr	Fvar3_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
